Wei Jin 0006,University of North Texas
Weikuan Yu,Florida State University
Wei Le,Iowa State University
Weili Wu,University of Texas at Dallas
Weining Zhang,University of Texas at San Antonio
Wei-Shinn Ku,Auburn University
Weisong Shi,Wayne State University
Wei Tang,University of Illinois at Chicago
Wei-Tek Tsai,Arizona State University
Wei Wang 0010,University of California - Los Angeles
Wei Wang 0054,University of Texas at San Antonio
Weixiong Zhang,Washington University in St. Louis
Wei Xu 0004,Ohio State University
Wei Yang 0013,University of Texas at Dallas
Weiyi Meng,Binghamton University
Wei Yu 0002,Towson University
Wei Zeng,Florida International University
Wenchao Zhou,Georgetown University
Wendi B. Heinzelman,University of Rochester
Wen Dong 0001,University at Buffalo
Wendy Hui Wang,Stevens Institute of Technology
Weng-Keen Wong,Oregon State University
Wenjing Lou,Virginia Tech
Wenjing Rao,University of Illinois at Chicago
Wenjun Hu,Yale University
Wenke Lee,Georgia Institute of Technology
Wenliang Du,Syracuse University
Wen-mei W. Hwu,Univ. of Illinois at Urbana-Champaign
Wensheng Zhang 0001,Iowa State University
Wenwen Dou,UNC - Charlotte
Wenyao Xu,University at Buffalo
W. Eric Wong,University of Texas at Dallas
Westley Weimer,University of Michigan
Wheeler Ruml,University of New Hampshire
William A. Barrett,Brigham Young University
William A. Hoff,Colorado School of Mines
William C. Regli,Drexel University
William D. Clinger,Northeastern University
William E. Howden,University of California - San Diego
William Enck,North Carolina State University
William E. Skeith III,CUNY
William G. Griswold,University of California - San Diego
William G. J. Halfond,University of Southern California
William Gropp,Univ. of Illinois at Urbana-Champaign
William G. Wee,University of Cincinnati
William Harrison,University of Missouri
William H. Hsu,Kansas State University
William H. Sanders,Univ. of Illinois at Urbana-Champaign
William I. Gasarch,University of Maryland - College Park
William J. Beksi,University of Texas at Arlington
William J. Dally,Stanford University
William J. Stewart,North Carolina State University
William K. Robertson,Northeastern University
William L. Scherlis,Carnegie Mellon University
William Mansky,University of Illinois at Chicago
William R. Cook,University of Texas at Austin
William S. Cleveland,Purdue University
William T. Freeman,Massachusetts Institute of Technology
William W. Cohen,Carnegie Mellon University
William Whittaker,Carnegie Mellon University
William Yang Wang,University of California - Santa Barbara
William Yeoh 0001,Washington University in St. Louis
Will Perkins,University of Illinois at Chicago
Wim van Dam,University of California - Santa Barbara
Wing Ning Li,University of Arkansas
Witawas Srisa-an,University of Nebraska
W. Keith Edwards,Georgia Institute of Technology
Wlodek Zadrozny,UNC - Charlotte
Wojciech Jarosz,Dartmouth College
Wojciech Matusik,Massachusetts Institute of Technology
Wojciech Szpankowski,Purdue University
Wolfgang Gatterbauer,Northeastern University
Wolfgang W. Bein,University of Nevada Las Vegas
Won Hwa Kim,University of Texas at Arlington
Worthy N. Martin,University of Virginia
W. Randolph Franklin,Rensselaer Polytechnic Institute
Wu-chang Feng,Portland State University
Wu-chi Feng,Portland State University
Wu-chun Feng,Virginia Tech
Wyatt Lloyd,Princeton University
Wyatt S. Newman,Case Western Reserve University
Xavier Tricoche,Purdue University
Xenofon D. Koutsoukos,Vanderbilt University
Xia Hu,Texas A&M University
Xiali Hei,University of Louisiana - Lafayette
Xianfeng Gu,Stony Brook University
Xianghong Jasmine Zhou,University of Southern California
Xiang Lian,Kent State University
Xiangmin Jiao,Stony Brook University
Xiangnan Kong,Worcester Polytechnic Institute
Xiang Ren,University of Southern California
Xiangyu Zhang 0001,Purdue University
Xiang Zhang 0001,Pennsylvania State University
Xian-He Sun,Illinois Institute of Technology
Xia Ning,IUPUI
Xiaobai Sun,Duke University
Xiaobo Sharon Hu,University of Notre Dame
Xiaobo Zhou 0002,Univ. of Colorado Colorado Springs
Xiao-Dan Zhu,Queen’s University
Xiaodi Wu,University of Oregon
Xiaodong Zhang 0001,Ohio State University
XiaoFeng Wang 0001,Indiana University
Xiao Fu 0001,Oregon State University
Xiaohu Guo,University of Texas at Dallas
Xiaohui Gu,North Carolina State University
Xiaohui Liang,University of Massachusetts Boston
Xiaohui Xie,University of California - Irvine
Xiaohui Yuan,University of North Texas
Xiaojing Liao,Indiana University
Xiaojin Zhu 0001,University of Wisconsin - Madison
Xiaojun Bi,Stony Brook University
Xiaojun Shen,University of Missouri - Kansas City
Xiaolei Huang,Pennsylvania State University
Xiaoli Z. Fern,Oregon State University
Xiaoming Liu 0002,Michigan State University
Xiaoning Ding,NJIT
Xiaoqing Liu,University of Arkansas
Xiaorui Sun,University of Illinois at Chicago
Xiao Wang 0012,Northwestern University
Xiaowei Yang,Duke University
Xiaowen Zhang,CUNY
Xiaoyin Wang,University of Texas at San Antonio
Xia Zhou,Dartmouth College
Xi Chen 0001,Columbia University
Xifeng Gao,Florida State University
Xifeng Yan,University of California - Santa Barbara
Xinchao Wang,Stevens Institute of Technology
Xindong Wu 0001,University of Louisiana - Lafayette
Xingbo Wu,University of Illinois at Chicago
Xing-Dong Yang,Dartmouth College
Xingquan Zhu,Florida Atlantic University
Xin He,University at Buffalo
Xinhua Zhang,University of Illinois at Chicago
Xinhua Zhuang,University of Missouri
Xin Jin 0008,Johns Hopkins University
Xin Li 0006,Johns Hopkins University
Xin Liu 0002,University of California - Davis
Xinming Ou,University of South Florida
Xintao Wu,University of Arkansas
Xin Wang 0001,Stony Brook University
Xinwen Fu,University of Massachusetts Lowell
Xin Yuan 0001,Florida State University
Xinyuan Wang,George Mason University
Xinyu Xing,Pennsylvania State University
Xi Peng 0005,University of Delaware
Xipeng Shen,North Carolina State University
Xiuwen Liu,Florida State University
Xiuzhen Cheng,George Washington University
Xi Wang 0005,University of Washington
Xuan Guo,University of North Texas
Xubin He,Temple University
Xu Chu,Georgia Institute of Technology
Xuehai Qian,University of Southern California
Xue-wen Chen 0001,Wayne State University
Xu Liu 0001,College of William and Mary
Xun Jian,Virginia Tech
Xusheng Xiao,Case Western Reserve University
Yaacov Yesha,Univ. of Maryland - Baltimore County
Yair Amir,Johns Hopkins University
Yair Zick,University of Massachusetts Amherst
Yali Amit,University of Chicago
Yalin Wang 0001,Arizona State University
Yan-Bin Jia,Iowa State University
Yan Chen 0004,Northwestern University
Yanfang Ye,Case Western Reserve University
Yang Cai 0001,Yale University
Yangfeng Ji,University of Virginia
Yang Liu 0004,University of Texas at Dallas
Yang Liu 0018,University of California - Santa Cruz
Yangming Li,Rochester Institute of Technology
Yang Richard Yang,Yale University
Yan Gu 0001,University of California - Riverside
Yang Wang 0009,Ohio State University
Yang Yi 0002,Virginia Tech
Yanhong A. Liu,Stony Brook University
Yanhua Li,Worcester Polytechnic Institute
Yan Huang 0001,Indiana University
Yan Huang 0002,University of North Texas
Yanif Ahmad,Johns Hopkins University
Yaniv Erlich,Columbia University
Yanjie Fu,University of Central Florida
Yanjing Li,University of Chicago
Yanjun Qi,University of Virginia
Yan Liu 0002,University of Southern California
Yannis Papakonstantinou,University of California - San Diego
Yanni Sun,Michigan State University
Yanqing Zhang,Georgia State University
Yan Shoshitaishvili,Arizona State University
Yan Solihin,University of Central Florida
Yan Tong,University of South Carolina
Yan Wang 0003,Temple University
Yanxi Liu,Pennsylvania State University
Yanyan Zhuang,Univ. of Colorado Colorado Springs
Yanzhi Wang,Northeastern University
Yaohang Li,Old Dominion University
Yao Liu 0001,Binghamton University
Yao Liu 0007,University of South Florida
Yaoyun Shi,University of Michigan
Yaron Singer,Harvard University
Yarui Peng,University of Arkansas
Yaser S. Abu-Mostafa,California Institute of Technology
Yashwant K. Malaiya,Colorado State University
Y. Charlie Hu,Purdue University
Yechiam Yemini,Columbia University
Ye Duan,University of Missouri
Yehoshua Perl,NJIT
Yelena Yesha,Univ. of Maryland - Baltimore County
Yeongjin Jang,Oregon State University
Yevgeniy Vorobeychik,Washington University in St. Louis
Yexiang Xue,Purdue University
Ye Zhao,Kent State University
Yezhou Yang,Arizona State University
Yiannis Aloimonos,University of Maryland - College Park
Yi-Cheng Tu,University of South Florida
Yifan Zhang 0002,Binghamton University
Yih-Chun Hu,Univ. of Illinois at Urbana-Champaign
Yijie Han,University of Missouri - Kansas City
Yiling Chen,Harvard University
Yiming Hu,University of Cincinnati
Yiming Yang,Carnegie Mellon University
Yingbin Liang,Syracuse University
Ying Cai,Iowa State University
Yinghui Wu,Case Western Reserve University
Ying-li Tian,CUNY
Ying Lu 0002,University of Nebraska
Yingshu Li,Georgia State University
Yingyu Liang,University of Wisconsin - Madison
Ying Zhu,Georgia State University
Yinqian Zhang,Ohio State University
Yin Tat Lee,University of Washington
Yin Zhang 0001,University of Texas at Austin
Yinzhi Cao,Johns Hopkins University
Yi Pan 0001,Georgia State University
Yi Shang,University of Missouri
Yisong Yue,California Institute of Technology
Yiu-Kai Ng,Brigham Young University
Yixin Chen,Washington University in St. Louis
Yixin Sun,University of Virginia
Yiying Tong,Michigan State University
Yiying Zhang 0005,University of California - San Diego
Yiyu Shi,University of Notre Dame
Yi Zhang 0001,University of California - Santa Cruz
Yizhou Sun,University of California - Los Angeles
Yizong Cheng,University of Cincinnati
Ymir Vigfusson,Emory University
Yoav Artzi,Cornell University
Yoav Freund,University of California - San Diego
Yoav Shoham,Stanford University
Yonatan Bisk,Carnegie Mellon University
Yong Cao,Virginia Tech
Yong Chen 0001,Texas Tech University
Yongfeng Zhang,Rutgers University
Yonghwi Kwon,University of Virginia
Yong Jae Lee,University of California - Davis
Yongjie Zheng,University of Missouri - Kansas City
Yongjoo Park,Univ. of Illinois at Urbana-Champaign
Yong-Lae Park,Carnegie Mellon University
Yoohwan Kim,University of Nevada Las Vegas
Yoonsuck Choe,Texas A&M University
Yoram Singer,Princeton University
Yoseph Barash,University of Pennsylvania
Yotam I. Gingold,George Mason University
Yousef Saad,University of Minnesota
Youssef Saab,University of Missouri
Youtao Zhang,University of Pittsburgh
Yuanfang Cai,Drexel University
Yuan-Fang Wang,University of California - Santa Barbara
Yuan Hong,Illinois Institute of Technology
Yuanlin Zhang,Texas Tech University
Yuan Tian 0001,University of Virginia
Yuan Tian 0008,Queen’s University
Yuan Xie 0001,University of California - Santa Barbara
Yuanyuan Yang,Stony Brook University
Yuanyuan Zhou,University of California - San Diego
Yuanzhi Li,Carnegie Mellon University
Yuan Zhou 0007,Indiana University
Yubao Wu,Georgia State University
Yu Cao 0002,University of Massachusetts Lowell
Yu Cheng 0002,University of Illinois at Chicago
Yu David Liu,Binghamton University
Yue Cheng,George Mason University
Yue Ning,Stevens Institute of Technology
Yue Zhang 0009,Oregon State University
Yufei Ding,University of California - Santa Barbara
Yufeng Wu,University of Connecticut
Yugyung Lee,University of Missouri - Kansas City
Yuhao Zhu 0001,University of Rochester
Yuho Jin,New Mexico State University
Yu Kong,Rochester Institute of Technology
Yu Lei,University of Texas at Arlington
Yuliang Zheng,University of Alabama - Birmingham
Yulia Tsvetkov,Carnegie Mellon University
Yuliya Lierler,University of Nebraska - Omaha
Yunan Chen,University of California - Irvine
Yunbo Zhang,Rochester Institute of Technology
Yun Fu 0001,Northeastern University
Yung-Hsiang Lu,Purdue University
Yuni Xia,IUPUI
Yun S. Song,University of California - Berkeley
Yunxin Zhao,University of Missouri
Yupeng Zhang 0001,Texas A&M University
Yuriy Brun,University of Massachusetts Amherst
Yury Makarychev,TTI Chicago
Yury Polyanskiy,Massachusetts Institute of Technology
Yu Su 0001,Ohio State University
Yu Sun 0004,University of South Florida
Yusu Wang,Ohio State University
Yuval Tamir,University of California - Los Angeles
Yuvraj Agarwal,Carnegie Mellon University
Yu Wang 0003,UNC - Charlotte
Yu-Xiang Wang,University of California - Santa Barbara
Yuxin Chen 0001,University of Chicago
Yuxin Chen 0002,Princeton University
Yuzhen Ye,Indiana University
Yuzhe Tang,Syracuse University
Yu Zhuang,Texas Tech University
Yvo Desmedt,University of Texas at Dallas
Zachary G. Ives,University of Pennsylvania
Zachary Kincaid,Princeton University
Zachary O. Toups,New Mexico State University
Zachary Tatlock,University of Washington
Zachary Wartell,UNC - Charlotte
Zack J. Butler,Rochester Institute of Technology
Zakir Durumeric,Stanford University
Zeeshan Syed,University of Michigan
Zeev Dvir,Princeton University
Zena M. Ariola,University of Oregon
Zeyun Yu,University of Wisconsin - Milwaukee
Zhangyang Wang,Texas A&M University
Zhanpeng Jin,University at Buffalo
Zhaohui S. Qin,Emory University
Zhaojun Bai,University of California - Davis
Zhaoran Wang,Northwestern University
Zhaozheng Yin,Missouri University of Technology
Zhe Dang,Washington State University
Zhe Jiang 0001,The University of Alabama
Zhenghao Zhang,Florida State University
Zhenhai Duan,Florida State University
Zhenhua Liu,Stony Brook University
Zhenhui Li,Pennsylvania State University
Zhenlin Wang,Michigan Technological University
Zhenming Liu,College of William and Mary
Zhigang Deng,University of Houston
Zhigang Zhu,CUNY
Zhijia Zhao 0001,University of California - Riverside
Zhiling Lan,Illinois Institute of Technology
Zhi-Li Zhang,University of Minnesota
Zhipeng Cai,Georgia State University
Zhiqiang Lin,Ohio State University
Zhiru Zhang,Cornell University
Zhishan Guo,University of Central Florida
Zhisheng Yan,Georgia State University
Zhi Wang 0004,Florida State University
Zhi Wei,NJIT
Zhiwei Steven Wu,University of Minnesota
